key,english,en,status
"settings_ldap_mode_ldap_only","LDAP only (no Jellyfin API user creation)","LDAP only (no Jellyfin API user creation)","untranslated"
"settings_ldap_provision_mode","Provisioning mode","Provisioning mode","untranslated"
"settings_ldap_skip_verify","Skip TLS certificate verification","Skip TLS certificate verification","untranslated"
"settings_ldap_test_connection_btn","Test LDAP connection","Test LDAP connection","untranslated"
"settings_ldap_test_credentials_required","Enter test username and password for Jellyfin LDAP plugin validation.","Enter test username and password for Jellyfin LDAP plugin validation.","untranslated"
"settings_ldap_test_failed","Test failed","Test failed","untranslated"
"settings_ldap_test_jellyfin_btn","Test Jellyfin login (LDAP plugin)","Test Jellyfin login (LDAP plugin)","untranslated"
"settings_ldap_test_password","Test password","Test password","untranslated"
"settings_ldap_test_running","Test in progress...","Test in progress...","untranslated"
"settings_ldap_test_success","Test succeeded","Test succeeded","untranslated"
"settings_ldap_test_user_btn","Test user lookup","Test user lookup","untranslated"
"settings_ldap_test_username","Test user identifier","Test user identifier","untranslated"
"settings_ldap_test_username_required","Enter a test user identifier.","Enter a test user identifier.","untranslated"
"settings_ldap_tests_desc","These tests do not save configuration. They validate LDAP connection, user lookup with the configured login attribute, then Jellyfin LDAP plugin authentication.","These tests do not save configuration. They validate LDAP connection, user lookup with the configured login attribute, then Jellyfin LDAP plugin authentication.","untranslated"
"settings_ldap_tests_title","LDAP tests and Jellyfin LDAP plugin","LDAP tests and Jellyfin LDAP plugin","untranslated"
"settings_ldap_title","Active Directory / LDAP","Active Directory / LDAP","untranslated"
"settings_ldap_tls","LDAPS (TLS)","LDAPS (TLS)","untranslated"
"settings_ldap_user_object_class","User objectClass","User objectClass","untranslated"
"settings_ldap_user_object_class_help","Set to auto for detection, or force values like user, person, inetOrgPerson, posixAccount.","Set to auto for detection, or force values like user, person, inetOrgPerson, posixAccount.","untranslated"
"settings_ldap_user_ou","User OU","User OU","untranslated"
"settings_ldap_username_attr_ad","sAMAccountName (Active Directory)","sAMAccountName (Active Directory)","untranslated"
"settings_ldap_username_attr_auto","Auto-detect (AD/OpenLDAP)","Auto-detect (AD/OpenLDAP)","untranslated"
"settings_ldap_username_attr_cn","cn (common name)","cn (common name)","untranslated"
"settings_ldap_username_attr_uid","uid (OpenLDAP / Synology)","uid (OpenLDAP / Synology)","untranslated"
"settings_ldap_username_attr_upn","userPrincipalName (UPN)","userPrincipalName (UPN)","untranslated"
"settings_ldap_username_attribute","User login attribute","User login attribute","untranslated"
"settings_ldap_username_attribute_help","Pick the LDAP attribute used to identify users (uid on Synology/OpenLDAP, sAMAccountName on Active Directory).","Pick the LDAP attribute used to identify users (uid on Synology/OpenLDAP, sAMAccountName on Active Directory).","untranslated"
"settings_loading","Loading...","Loading...","untranslated"
"settings_matrix_access_token","Access token","Access token","untranslated"
"settings_matrix_homeserver_url","Homeserver URL","Homeserver URL","untranslated"
"settings_matrix_room_id","Room ID","Room ID","untranslated"
"settings_open_jellyfin","Open Jellyfin","Open Jellyfin","untranslated"
"settings_open_jellygate_public","Open public JellyGate","Open public JellyGate","untranslated"
"settings_open_jellyseerr","Open Jellyseerr","Open Jellyseerr","untranslated"
"settings_open_jellytrack","Open jellytrack","Open jellytrack","untranslated"
"settings_overview_backup_desc","Plan backups, import archives, and prepare a safe restoration.","Plan backups, import archives, and prepare a safe restoration.","untranslated"
"settings_overview_desc","Move quickly between language defaults, identity, delivery channels, templates, and recovery workflows.","Move quickly between language defaults, identity, delivery channels, templates, and recovery workflows.","untranslated"
"settings_overview_general_desc","Public URLs, default language, and invitation defaults.","Public URLs, default language, and invitation defaults.","untranslated"
"settings_overview_ldap_desc","Directory connection, provisioning mode, groups, and validation tests.","Directory connection, provisioning mode, groups, and validation tests.","untranslated"
"settings_overview_smtp_desc","Outgoing email transport used for invitations and password recovery.","Outgoing email transport used for invitations and password recovery.","untranslated"
"settings_overview_templates_desc","Edit every email scenario and preview the rendered message.","Edit every email scenario and preview the rendered message.","untranslated"
"settings_overview_title","Service control","Service control","untranslated"
"settings_overview_webhooks_desc","Discord, Telegram, and Matrix notifications for registration activity.","Discord, Telegram, and Matrix notifications for registration activity.","untranslated"
"settings_password_digit_required","Digit required","Digit required","untranslated"
"settings_password_lower_required","Lowercase required","Lowercase required","untranslated"
"settings_password_special_required","Special character required","Special character required","untranslated"
"settings_password_upper_required","Uppercase required","Uppercase required","untranslated"
"settings_port","Port","Port","untranslated"
"settings_preset_fallback","Preset","Preset","untranslated"
"settings_preview_button","Preview","Preview","untranslated"
"settings_preview_impossible","Preview unavailable","Preview unavailable","untranslated"
"settings_preview_loading","Loading preview...","Loading preview...","untranslated"
"settings_public_jellyfin_help","Used in buttons and email templates via","Used in buttons and email templates via","untranslated"
"settings_public_jellyfin_url","Public Jellyfin URL","Public Jellyfin URL","untranslated"
"settings_public_jellygate_help","Used for invitation links and templates via","Used for invitation links and templates via","untranslated"
"settings_public_jellygate_url","Public JellyGate URL","Public JellyGate URL","untranslated"
"settings_public_jellyseerr_help","Available in templates via","Available in templates via","untranslated"
"settings_public_jellyseerr_url","Public Jellyseerr URL","Public Jellyseerr URL","untranslated"
"settings_public_jellytrack_help","Available in templates via","Available in templates via","untranslated"
"settings_public_jellytrack_url","Public jellytrack URL","Public jellytrack URL","untranslated"
"settings_quick_links","Quick links","Quick links","untranslated"
"settings_save_error","Save failed","Save failed","untranslated"
"settings_save_invite_profile","Save invitation profile","Save invitation profile","untranslated"
"settings_save_ldap","Save LDAP settings","Save LDAP settings","untranslated"
"settings_save_smtp","Save SMTP","Save SMTP","untranslated"
"settings_save_templates","Save templates","Save templates","untranslated"
"settings_save_webhooks","Save Webhooks","Save Webhooks","untranslated"
"settings_saved","Settings saved","Settings saved","untranslated"
"settings_smtp_desc","Configure email sending (invitations, password reset)","Configure email sending (invitations, password reset)","untranslated"
"settings_smtp_from","Sender address *","Sender address *","untranslated"
"settings_smtp_password","Password *","Password *","untranslated"
"settings_smtp_starttls","STARTTLS / TLS","STARTTLS / TLS","untranslated"
"settings_smtp_title","SMTP server","SMTP server","untranslated"
"settings_smtp_username","Username *","Username *","untranslated"
"settings_subheading","Configure external services from this interface","Configure external services from this interface","untranslated"
"settings_tab_backup","Backups","Backups","untranslated"
"settings_tab_email_templates","Email Templates","Email Templates","untranslated"
"settings_tab_general","General","General","untranslated"
"settings_tab_ldap","LDAP","LDAP","untranslated"
"settings_tab_smtp","SMTP","SMTP","untranslated"
"settings_tab_webhooks","Webhooks","Webhooks","untranslated"
"settings_telegram_bot_token","Bot token","Bot token","untranslated"
"settings_telegram_chat_id","Chat ID","Chat ID","untranslated"
"settings_template_empty","Template is empty.","Template is empty.","untranslated"
"settings_webhook_url","Webhook URL","Webhook URL","untranslated"
"settings_webhooks_desc","Receive notifications when a user registers","Receive notifications when a user registers","untranslated"
"settings_webhooks_title","Webhook notifications","Webhook notifications","untranslated"
"settings_zero_no_extra_limit","0 = no extra limit.","0 = no extra limit.","untranslated"
"settings_zero_unlimited","0 = unlimited.","0 = unlimited.","untranslated"
"stat_active_users","Active","Active","untranslated"
"stat_banned_users","Banned","Banned","untranslated"
"stat_invitations","Invitations","Invitations","untranslated"
"stat_total_users","Users","Users","untranslated"
"status_active","Active","Active","untranslated"
"status_banned","Banned","Banned","untranslated"
"status_inactive","Inactive","Inactive","untranslated"
"submitting","Creating account...","Creating account...","untranslated"
"success","Success","Success","untranslated"
"users_action_activate","Activate account","Activate account","untranslated"
"users_action_activate_help","Re-enable the selected accounts without changing their other settings.","Re-enable the selected accounts without changing their other settings.","untranslated"
"users_action_apply_preset","Apply Jellyfin preset","Apply Jellyfin preset","untranslated"
"users_action_apply_preset_help","Push a predefined Jellyfin policy preset to every selected account.","Push a predefined Jellyfin policy preset to every selected account.","untranslated"
"users_action_deactivate","Disable account","Disable account","untranslated"
"users_action_deactivate_help","Temporarily block access for the selected accounts.","Temporarily block access for the selected accounts.","untranslated"
"users_action_delete","Delete account","Delete account","untranslated"
"users_action_delete_help","Permanently remove the selected accounts from every configured backend.","Permanently remove the selected accounts from every configured backend.","untranslated"
"users_action_jellyfin_policy","Adjust Jellyfin policy","Adjust Jellyfin policy","untranslated"
"users_action_jellyfin_policy_help","Override downloads, remote access, sessions, or bitrate limits in bulk.","Override downloads, remote access, sessions, or bitrate limits in bulk.","untranslated"
"users_action_send_email","Send email","Send email","untranslated"
"users_action_send_email_help","Write a one-off message and deliver it to the selected users.","Write a one-off message and deliver it to the selected users.","untranslated"
"users_action_send_password_reset","Send password reset","Send password reset","untranslated"
"users_action_send_password_reset_help","Trigger a password reset email for every selected account.","Trigger a password reset email for every selected account.","untranslated"
"users_action_set_expiry","Set access expiry","Set access expiry","untranslated"
"users_action_set_expiry_help","Define or clear the access expiration date on the selected users.","Define or clear the access expiration date on the selected users.","untranslated"
"users_action_set_invite","Update invite rights","Update invite rights","untranslated"
"users_action_set_invite_help","Grant or remove invitation rights on the selected accounts.","Grant or remove invitation rights on the selected accounts.","untranslated"
"users_allow_invite","Can invite","Can invite","untranslated"
"users_apply","Apply","Apply","untranslated"
"users_bulk_action_failed","Bulk action failed","Bulk action failed","untranslated"
"users_bulk_action_generic","Bulk action","Bulk action","untranslated"
"users_bulk_action_on","for","for","untranslated"
"users_bulk_action_placeholder","Choose a bulk action","Choose a bulk action","untranslated"
"users_bulk_assistant_desc","Select the right users first, then configure the action with as little rework as possible.","Select the right users first, then configure the action with as little rework as possible.","untranslated"
"users_bulk_blocked_prefix","Blocked","Blocked","untranslated"
"users_bulk_choose_action","Choose an action","Choose an action","untranslated"
"users_bulk_complete_required","Complete the required parameters","Complete the required parameters","untranslated"
"users_bulk_config_ready","Configuration looks valid","Configuration looks valid","untranslated"
"users_bulk_confirm_template","{action}`n`nTarget users: {count}`nConfirm execution?","{action}`n`nTarget users: {count}`nConfirm execution?","untranslated"
"users_bulk_desc","Select users, choose an action, then validate the required parameters before execution.","Select users, choose an action, then validate the required parameters before execution.","untranslated"
"users_bulk_done","Action completed: {success}/{total} success","Action completed: {success}/{total} success","untranslated"
"users_bulk_email","Bulk email","Bulk email","untranslated"
"users_bulk_email_body","Message body","Message body","untranslated"
"users_bulk_email_open","Open the bulk email assistant","Open the bulk email assistant","untranslated"
"users_bulk_email_subject","Email subject","Email subject","untranslated"
"users_bulk_email_variables","Available variables","Available variables","untranslated"
"users_bulk_instructions","The assistant prevents incomplete actions before execution. Select users, choose the action, then finish the required fields.","The assistant prevents incomplete actions before execution. Select users, choose the action, then finish the required fields.","untranslated"
"users_bulk_jellyfin_invalid","One or more Jellyfin policy values are invalid.","One or more Jellyfin policy values are invalid.","untranslated"
"users_bulk_need_email_body","Enter both the email subject and message body.","Enter both the email subject and message body.","untranslated"
"users_bulk_need_expiry","Set an expiry date or choose to clear the existing one.","Set an expiry date or choose to clear the existing one.","untranslated"
"users_bulk_need_jellyfin_param","Change at least one Jellyfin policy setting.","Change at least one Jellyfin policy setting.","untranslated"
"users_bulk_need_preset","Choose a Jellyfin preset before continuing.","Choose a Jellyfin preset before continuing.","untranslated"
"users_bulk_no_extra_params","This action does not need extra parameters.","This action does not need extra parameters.","untranslated"
"users_bulk_none","none","none","untranslated"
"users_bulk_ready_suffix","ready to apply","ready to apply","untranslated"
"users_bulk_select_one","Select at least one user.","Select at least one user.","untranslated"
"users_bulk_select_preset","Choose a preset","Choose a preset","untranslated"
"users_bulk_selected_suffix","users selected","users selected","untranslated"
"users_bulk_step_action","Choose action","Choose action","untranslated"
"users_bulk_step_select","Select users","Select users","untranslated"
"users_bulk_step_verify","Validate config","Validate config","untranslated"
"users_bulk_summary_placeholder","Your action summary will appear here.","Your action summary will appear here.","untranslated"
"users_bulk_title","Bulk assistant","Bulk assistant","untranslated"
"users_bulk_valid_prefix","Valid","Valid","untranslated"
"users_clear_expiry","Clear expiry","Clear expiry","untranslated"
"users_close","Close","Close","untranslated"
"users_col_expiry","Expiry","Expiry","untranslated"
"users_col_group","Group","Group","untranslated"
"users_col_invite","Invite","Invite","untranslated"
"users_delete_confirm","Delete permanently","Delete permanently","untranslated"
"users_delete_confirm_template","User ""{username}"" will be deleted from AD, Jellyfin, and the local database. This action is irreversible.","User ""{username}"" will be deleted from AD, Jellyfin, and the local database. This action is irreversible.","untranslated"
"users_delete_confirm_title","Confirm deletion","Confirm deletion","untranslated"
"users_delete_error","Unable to delete this user.","Unable to delete this user.","untranslated"
"users_delete_title","Delete user","Delete user","untranslated"
"users_deleted","User deleted","User deleted","untranslated"
"users_displayed_count","displayed /","displayed /","untranslated"
"users_edit","Edit","Edit","untranslated"
"users_edit_title","Edit account","Edit account","untranslated"
"users_filter_expiry_active","With expiry date","With expiry date","untranslated"
"users_filter_expiry_expired","Already expired","Already expired","untranslated"
"users_filter_expiry_none","No expiry date","No expiry date","untranslated"
"users_filter_extra_all","Any extra signal","Any extra signal","untranslated"
"users_filter_invite_all","Any invite state","Any invite state","untranslated"
"users_filter_invite_disabled","Invite disabled","Invite disabled","untranslated"
"users_filter_invite_enabled","Invite enabled","Invite enabled","untranslated"
"users_filter_jellyfin_all","Any Jellyfin state","Any Jellyfin state","untranslated"
"users_filter_jellyfin_disabled","Jellyfin disabled","Jellyfin disabled","untranslated"
"users_filter_jellyfin_missing","Missing in Jellyfin","Missing in Jellyfin","untranslated"
"users_filter_jellyfin_ok","Healthy in Jellyfin","Healthy in Jellyfin","untranslated"
"users_filter_status_all","Any account status","Any account status","untranslated"
"users_filter_with_email","Has email address","Has email address","untranslated"
"users_filter_without_email","No email address","No email address","untranslated"
"users_filters_clear","Clear filters","Clear filters","untranslated"
"users_filters_desc","Combine search, state, Jellyfin sync, invitation rights, and expiry signals.","Combine search, state, Jellyfin sync, invitation rights, and expiry signals.","untranslated"
"users_filters_none","No active filters.","No active filters.","untranslated"
"users_filters_title","Find the right accounts","Find the right accounts","untranslated"
"users_heading","User Management","User Management","untranslated"
"users_jellyfin_disabled","Jellyfin disabled","Jellyfin disabled","untranslated"
"users_jellyfin_missing","Jellyfin missing","Jellyfin missing","untranslated"
"users_jf_bitrate_placeholder","Remote bitrate limit (kbps)","Remote bitrate limit (kbps)","untranslated"
"users_jf_download_allowed","Downloads allowed","Downloads allowed","untranslated"
"users_jf_download_blocked","Downloads blocked","Downloads blocked","untranslated"
"users_jf_download_unchanged","Keep current download policy","Keep current download policy","untranslated"
"users_jf_remote_allowed","Remote access allowed","Remote access allowed","untranslated"
"users_jf_remote_blocked","Remote access blocked","Remote access blocked","untranslated"
"users_jf_remote_unchanged","Keep current remote policy","Keep current remote policy","untranslated"
"users_jf_sessions_placeholder","Max active sessions","Max active sessions","untranslated"
"users_live_filters_desc","See the active constraints before applying a bulk action.","See the active constraints before applying a bulk action.","untranslated"
"users_live_filters_title","Filter snapshot","Filter snapshot","untranslated"
"users_load_error","Unable to load users","Unable to load users","untranslated"
"users_load_error_details","The users list could not be loaded.","The users list could not be loaded.","untranslated"
"users_no","No","No","untranslated"
"users_no_filter_match","No account matches the current filters.","No account matches the current filters.","untranslated"
"users_no_local","No local accounts found yet.","No local accounts found yet.","untranslated"
"users_overview_expiring","Expired access","Expired access","untranslated"
"users_overview_filtered","Visible now","Visible now","untranslated"
"users_overview_inviters","Can invite","Can invite","untranslated"
"users_overview_total","Total accounts","Total accounts","untranslated"
"users_reset","Reset","Reset","untranslated"
"users_reset_error","Unable to send the password reset message.","Unable to send the password reset message.","untranslated"
"users_reset_sent","Password reset link sent to {username}","Password reset link sent to {username}","untranslated"
"users_search_placeholder","Search...","Search...","untranslated"
"users_segment_access","Access policy","Access policy","untranslated"
"users_segment_accounts","Account state","Account state","untranslated"
"users_segment_delivery","Communication","Communication","untranslated"
"users_select_filtered","Select filtered","Select filtered","untranslated"
"users_selection_clear","Clear selection","Clear selection","untranslated"
"users_selection_desc","Review the exact accounts that will be affected next.","Review the exact accounts that will be affected next.","untranslated"
"users_selection_empty","No users selected yet.","No users selected yet.","untranslated"
"users_selection_more","+{count} more","+{count} more","untranslated"
"users_selection_title","Selection snapshot","Selection snapshot","untranslated"
"users_subheading","Manage accounts, enable or delete users","Manage accounts, enable or delete users","untranslated"
"users_subheading_extended","Manage local accounts, Jellyfin sync state, invitation rights, and expiry rules from one control room.","Manage local accounts, Jellyfin sync state, invitation rights, and expiry rules from one control room.","untranslated"
"users_sync_confirm","Launch a synchronization against Jellyfin now?","Launch a synchronization against Jellyfin now?","untranslated"
"users_sync_done","Jellyfin sync completed","Jellyfin sync completed","untranslated"
"users_sync_error","Jellyfin sync failed","Jellyfin sync failed","untranslated"
"users_sync_jellyfin","Sync Jellyfin","Sync Jellyfin","untranslated"
"users_sync_jellyfin_title","Refresh local data from Jellyfin","Refresh local data from Jellyfin","untranslated"
"users_sync_network_error","Network error during Jellyfin synchronization","Network error during Jellyfin synchronization","untranslated"
"users_table_desc","Inspect each local account, then edit, reset, trace, enable, or delete in one click.","Inspect each local account, then edit, reset, trace, enable, or delete in one click.","untranslated"
"users_table_title","Accounts list","Accounts list","untranslated"
"users_timeline_critical","Critical","Critical","untranslated"
"users_timeline_empty","No timeline events found for this user.","No timeline events found for this user.","untranslated"
"users_timeline_important","Important","Important","untranslated"
"users_timeline_info","Info","Info","untranslated"
"users_timeline_load_error","Unable to load the user timeline.","Unable to load the user timeline.","untranslated"
"users_timeline_subtitle","{username} ({email})","{username} ({email})","untranslated"
"users_timeline_title","User timeline","User timeline","untranslated"
"users_timeline_trace","Trace","Trace","untranslated"
"users_title","Users","Users","untranslated"
"users_toggle_error","Unable to update the account status.","Unable to update the account status.","untranslated"
"users_toggle_updated","Account status updated","Account status updated","untranslated"
"users_toolbar_desc","Start with a filter, then use the bulk assistant or one-click actions on the right accounts.","Start with a filter, then use the bulk assistant or one-click actions on the right accounts.","untranslated"
"users_toolbar_title","User operations","User operations","untranslated"
"users_update_error","Unable to save account changes.","Unable to save account changes.","untranslated"
"users_updated","Account updated","Account updated","untranslated"
"users_yes","Yes","Yes","untranslated"
"verify_email_invite_expired_heading","Verification link expired","Verification link expired","untranslated"
"verify_email_invite_expired_message","This signup confirmation link has expired. Submit the invitation form again to receive a new email.","This signup confirmation link has expired. Submit the invitation form again to receive a new email.","untranslated"
"verify_email_invite_failed_heading","Account creation failed","Account creation failed","untranslated"
"verify_email_invite_failed_message","We could not finish creating your account from this invitation. Submit the invitation form again or ask for a new invitation.","We could not finish creating your account from this invitation. Submit the invitation form again or ask for a new invitation.","untranslated"
"verify_email_invite_success_heading","Email verified, account created","Email verified, account created","untranslated"
"verify_email_invite_success_message","Your email address has been confirmed and your account is now ready. You can sign in to Jellyfin.","Your email address has been confirmed and your account is now ready. You can sign in to Jellyfin.","untranslated"
"view_all","View all","View all","untranslated"